0,1,2,3,4,5,6,7,8,9,10,sub,ses,hemi,A,B
8294,1377,9561,110,8184,1267,98.6737,92.0116,0.8265,0.8967,1.1497,TOT4919F,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2466,103,2466,103,2363,0,95.8232,0.0,0.0976,0.0626,0.0589,TOT4919F,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11615,2938,13082,1471,10144,1467,87.3353,49.9319,0.5766,1.03,1.1837,TOT4919F,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4455,132,4455,132,4323,0,97.037,0.0,0.0282,0.2225,0.079,TOT4919F,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10213,7910,13564,4559,5654,3351,55.3608,42.3641,0.8161,1.2953,1.228,38TPEF5490,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3569,141,3569,141,3428,0,96.0493,0.0,0.377,0.0715,0.0453,38TPEF5490,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11118,5468,13054,3532,7586,1936,68.2317,35.406,0.7626,0.9906,1.006,38TPEF5490,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5538,149,5538,149,5389,0,97.3095,0.0,0.3556,0.1,0.043,38TPEF5490,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
9004,6518,12891,2631,6373,3887,70.7796,59.6349,1.1683,1.0634,1.4105,TOT7175F,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3360,158,3360,158,3202,0,95.2976,0.0,0.1604,0.0486,0.0518,TOT7175F,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8020,2658,8513,2165,5855,493,73.005,18.5478,0.9825,1.0125,1.2345,TOT7175F,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4503,135,4503,135,4368,0,97.002,0.0,0.1074,0.1671,0.0325,TOT7175F,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
