0,1,2,3,4,5,6,7,8,9,10,sub,ses,hemi,A,B
4945,143,4945,143,4802,0,97.1082,0.0,0.1209,0.0807,0.0484,01ToTfMRI4796,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10371,4211,10987,3595,6776,616,65.336,14.6284,0.8167,1.1079,1.0856,25TPEF5779,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3144,139,3144,139,3005,0,95.5789,0.0,0.1691,0.1155,0.048,25TPEF5779,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11272,8085,13794,5563,5709,2522,50.6476,31.1936,0.8993,1.1898,1.0234,25TPEF5779,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4571,137,4571,137,4434,0,97.0028,0.0,0.0877,0.0662,0.0633,25TPEF5779,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
11783,8325,16930,3178,8605,5147,73.0289,61.8258,0.856,1.1036,1.2329,5253ToT,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3986,173,3986,173,3813,0,95.6598,0.0,0.158,0.0936,0.0367,5253ToT,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9252,5956,10509,4699,4553,1257,49.211,21.1048,0.8206,0.9623,1.2045,5253ToT,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
6130,153,6130,153,5977,0,97.5041,0.0,0.2615,0.1123,0.019,5253ToT,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8020,2592,10021,591,7429,2001,92.6309,77.1991,0.755,1.4302,1.3889,06CAMINO3954,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3003,134,3003,134,2869,0,95.5378,0.0,0.5013,0.1561,0.0229,06CAMINO3954,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8215,1916,9858,273,7942,1643,96.6768,85.7516,0.5506,1.2923,1.088,06CAMINO3954,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
3791,76,3791,76,3715,0,97.9953,0.0,0.0577,0.0815,0.0422,06CAMINO3954,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
11419,5901,16000,1320,10099,4581,88.4403,77.6309,1.1005,1.7005,1.4805,TOT8542F,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3740,158,3740,158,3582,0,95.7754,0.0,0.0534,0.2631,0.0538,TOT8542F,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10443,7281,12012,5712,4731,1569,45.3031,21.5492,0.815,1.0527,0.8859,TOT8542F,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5330,135,5330,135,5195,0,97.4672,0.0,0.0373,0.1567,0.0437,TOT8542F,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8053,4234,10542,1745,6308,2489,78.3311,58.786,0.5761,1.1455,1.1006,02CAMINO3944,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3462,160,3462,160,3302,0,95.3784,0.0,0.4288,0.0909,0.0258,02CAMINO3944,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
6874,1893,7924,843,6031,1050,87.7364,55.4675,0.8134,1.1388,1.1793,02CAMINO3944,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4757,118,4757,118,4639,0,97.5194,0.0,0.1235,0.0472,0.0574,02CAMINO3944,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8063,2167,9344,886,7177,1281,89.0115,59.114,0.7381,1.2912,1.1394,30TPEF5529,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3901,196,3901,196,3705,0,94.9756,0.0,0.5009,0.4999,0.0229,30TPEF5529,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
5789,2112,7875,26,5763,2086,99.5509,98.7689,0.3327,1.1711,0.6639,30TPEF5529,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4217,138,4217,138,4079,0,96.7275,0.0,0.1188,0.095,0.0737,30TPEF5529,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
13069,9401,15191,7279,5790,2122,44.3033,22.5721,0.8777,0.9921,0.9671,11CAMINO6646,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2636,127,2636,127,2509,0,95.1821,0.0,0.0756,0.1294,0.0556,11CAMINO6646,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11445,4945,12520,3870,7575,1075,66.1861,21.7391,0.6475,0.988,1.1217,11CAMINO6646,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5112,121,5112,121,4991,0,97.633,0.0,0.083,0.2142,0.022,11CAMINO6646,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
13652,6137,14599,5190,8462,947,61.9836,15.431,0.8521,1.2018,0.993,13CAMINO5653,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2570,95,2570,95,2475,0,96.3035,0.0,0.1125,0.1562,0.0735,13CAMINO5653,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11377,4150,13318,2209,9168,1941,80.5836,46.7711,0.9444,1.0612,1.0427,13CAMINO5653,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5904,138,5904,138,5766,0,97.6626,0.0,0.11,0.064,0.0495,13CAMINO5653,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10607,6669,11992,5284,5323,1385,50.1838,20.7677,0.5543,1.0109,0.7895,26CAMINO3920,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3264,117,3264,117,3147,0,96.4154,0.0,0.1191,0.2329,0.0274,26CAMINO3920,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
19917,3936,20395,3458,16459,478,82.6379,12.1443,0.9217,1.0388,0.957,26CAMINO3920,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
6465,154,6465,154,6311,0,97.6179,0.0,0.0394,0.1598,0.031,26CAMINO3920,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10142,6764,12266,4640,5502,2124,54.2497,31.4015,0.5783,1.0355,0.8226,26CAMINO3920,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3264,117,3264,117,3147,0,96.4154,0.0,0.1191,0.2329,0.0274,26CAMINO3920,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
19676,3722,19891,3507,16169,215,82.1763,5.7765,1.0739,0.9799,0.7393,26CAMINO3920,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
6465,154,6465,154,6311,0,97.6179,0.0,0.0394,0.1598,0.031,26CAMINO3920,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12977,11190,15061,9106,3871,2084,29.8297,18.6238,0.9043,0.9598,1.0032,TOT6646M,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2744,112,2744,112,2632,0,95.9184,0.0,0.0614,0.1102,0.0538,TOT6646M,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11465,4267,12495,3237,8228,1030,71.7662,24.1387,0.8023,1.1521,1.0466,TOT6646M,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4997,120,4997,120,4877,0,97.5986,0.0,0.0647,0.1677,0.0192,TOT6646M,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8003,3746,11612,137,7866,3609,98.2881,96.3428,0.7186,1.3169,0.9691,37TPEF4536,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3463,145,3463,145,3318,0,95.8129,0.0,0.0898,0.1066,0.0778,37TPEF4536,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
12398,2696,13190,1904,10494,792,84.6427,29.3769,0.5948,1.2041,0.5188,37TPEF4536,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4751,116,4751,116,4635,0,97.5584,0.0,0.1479,0.1213,0.0381,37TPEF4536,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
11856,6871,12772,5955,5901,916,49.7723,13.3314,0.9954,1.0643,0.9053,TOT6358F,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2992,160,2992,160,2832,0,94.6524,0.0,0.1205,0.2061,0.0577,TOT6358F,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9181,3656,9904,2933,6248,723,68.0536,19.7757,0.8211,1.2147,0.9031,TOT6358F,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4756,110,4756,110,4646,0,97.6871,0.0,0.0911,0.0307,0.0564,TOT6358F,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
15859,9743,17288,8314,7545,1429,47.5755,14.6669,0.7867,1.0103,0.8128,41TPEF4693,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3210,146,3210,146,3064,0,95.4517,0.0,0.1217,0.1346,0.0396,41TPEF4693,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
13048,4698,13788,3958,9090,740,69.6658,15.7514,0.5786,0.9176,0.9115,41TPEF4693,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4847,115,4847,115,4732,0,97.6274,0.0,0.0613,0.1368,0.0248,41TPEF4693,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
13815,9010,14776,8049,5766,961,41.7372,10.6659,0.7441,0.9769,0.7922,41TPEF4693,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3210,146,3210,146,3064,0,95.4517,0.0,0.1217,0.1346,0.0396,41TPEF4693,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
14164,3318,14577,2905,11259,413,79.4903,12.4473,0.5228,0.7874,1.0919,41TPEF4693,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4847,115,4847,115,4732,0,97.6274,0.0,0.0613,0.1368,0.0248,41TPEF4693,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7507,1977,8759,725,6782,1252,90.3423,63.3283,0.6454,0.7575,1.5198,14CAMINO6539,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2684,122,2684,122,2562,0,95.4545,0.0,0.1947,0.1722,0.0493,14CAMINO6539,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11247,3170,11640,2777,8470,393,75.309,12.3975,0.5627,1.0461,1.2526,14CAMINO6539,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4667,143,4667,143,4524,0,96.9359,0.0,0.1617,0.1632,0.0384,14CAMINO6539,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
9827,6953,15277,1503,8324,5450,84.7054,78.3834,1.1684,1.5647,1.4005,18CAMINO4619,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3464,140,3464,140,3324,0,95.9584,0.0,0.2598,0.1706,0.0283,18CAMINO4619,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11347,6884,15442,2789,8558,4095,75.4208,59.4858,0.8898,1.0971,0.9963,18CAMINO4619,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5542,142,5542,142,5400,0,97.4377,0.0,0.0353,0.1688,0.0389,18CAMINO4619,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7532,4747,10481,1798,5734,2949,76.1285,62.1234,0.8427,1.4031,1.2011,25CAMINO5325,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3285,153,3285,153,3132,0,95.3425,0.0,0.1647,0.2862,0.0486,25CAMINO5325,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9213,4386,10863,2736,6477,1650,70.3028,37.6197,0.8806,1.1234,1.1942,25CAMINO5325,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4233,121,4233,121,4112,0,97.1415,0.0,0.1306,0.1233,0.0592,25CAMINO5325,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7556,3932,8631,2857,4699,1075,62.189,27.3398,0.6351,1.0276,1.1057,TOT8313M,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3775,181,3775,181,3594,0,95.2053,0.0,0.1444,0.0824,0.0554,TOT8313M,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10683,1246,10965,964,9719,282,90.9763,22.6324,0.7703,0.6198,1.4509,TOT8313M,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5946,146,5946,146,5800,0,97.5446,0.0,0.1178,0.1198,0.0304,TOT8313M,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7792,3704,9657,1839,5953,1865,76.3989,50.351,0.7295,1.2146,1.0672,04CAMINO2138,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3035,157,3035,157,2878,0,94.827,0.0,0.1371,0.1954,0.066,04CAMINO2138,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8710,2263,9892,1081,7629,1182,87.589,52.2316,0.8456,0.8289,1.0059,04CAMINO2138,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4603,111,4603,111,4492,0,97.5885,0.0,0.0709,0.1834,0.0349,04CAMINO2138,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12643,7429,14675,5397,7246,2032,57.3123,27.3523,0.6513,1.0813,1.2145,12CAMINO6735,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3678,194,3678,194,3484,0,94.7254,0.0,0.188,0.1949,0.0672,12CAMINO6735,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9506,4774,10012,4268,5238,506,55.102,10.5991,0.7378,1.0442,0.9129,12CAMINO6735,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5513,146,5513,146,5367,0,97.3517,0.0,0.0492,0.1217,0.0833,12CAMINO6735,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
9276,5506,9691,5091,4185,415,45.1164,7.5372,0.9222,1.0411,0.8903,TOT8553F,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2778,155,2778,155,2623,0,94.4204,0.0,0.2581,0.0726,0.0852,TOT8553F,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
6771,4751,7988,3534,3237,1217,47.8068,25.6157,0.4676,1.0824,1.9828,TOT8553F,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4545,107,4545,107,4438,0,97.6458,0.0,0.0544,0.1067,0.0584,TOT8553F,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
9579,7215,10439,6355,3224,860,33.657,11.9196,0.6769,1.0887,1.1558,36TPEF6106,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3467,131,3467,131,3336,0,96.2215,0.0,0.4505,0.0758,0.0513,36TPEF6106,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10748,2847,12102,1493,9255,1354,86.109,47.5588,0.6523,0.975,0.1162,36TPEF6106,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5528,136,5528,136,5392,0,97.5398,0.0,0.1028,0.0577,0.0718,36TPEF6106,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
6364,3303,9411,256,6108,3047,95.9774,92.2495,1.0161,0.7995,1.0817,TOT3954M,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3170,123,3170,123,3047,0,96.1199,0.0,0.2627,0.1422,0.0278,TOT3954M,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10260,3707,12540,1427,8833,2280,86.0916,61.5053,0.4981,1.3137,1.0572,TOT3954M,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
3839,77,3839,77,3762,0,97.9943,0.0,0.0905,0.0611,0.0459,TOT3954M,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
11520,4005,15374,151,11369,3854,98.6892,96.2297,0.1585,0.9697,0.1125,20TPEF6047,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3298,131,3298,131,3167,0,96.0279,0.0,0.3765,0.0729,0.0241,20TPEF6047,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10046,3957,13331,672,9374,3285,93.3108,83.0174,0.6201,1.207,0.6969,20TPEF6047,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5260,100,5260,100,5160,0,98.0989,0.0,0.0876,0.1289,0.0152,20TPEF6047,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12199,9580,14110,7669,4530,1911,37.1342,19.9478,0.8547,0.9558,0.7145,TOT8087M,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3250,136,3250,136,3114,0,95.8154,0.0,0.206,0.0624,0.0489,TOT8087M,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
7690,5951,8833,4808,2882,1143,37.4772,19.2069,0.8025,1.0675,1.0034,TOT8087M,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5272,146,5272,146,5126,0,97.2307,0.0,0.1844,0.0638,0.0411,TOT8087M,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8443,5405,10571,3277,5166,2128,61.1868,39.371,0.5107,1.0866,1.1737,TOT5161F,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3407,135,3407,135,3272,0,96.0376,0.0,0.0788,0.3005,0.0344,TOT5161F,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10942,3812,14725,29,10913,3783,99.735,99.2392,0.5014,1.0031,0.57,TOT5161F,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4842,126,4842,126,4716,0,97.3978,0.0,0.0522,0.1102,0.0471,TOT5161F,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8686,6059,9607,5138,3548,921,40.8473,15.2005,0.8797,1.0423,1.0242,TOT4391F,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2839,122,2839,122,2717,0,95.7027,0.0,0.2541,0.1669,0.027,TOT4391F,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
5365,1852,5979,1238,4127,614,76.9245,33.1534,0.861,0.8862,2.093,TOT4391F,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5131,147,5131,147,4984,0,97.1351,0.0,0.0711,0.1703,0.0357,TOT4391F,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8927,1431,9761,597,8330,834,93.3124,58.2809,0.3624,1.3777,1.7265,28CAMINO6650,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2811,120,2811,120,2691,0,95.7311,0.0,0.0574,0.1693,0.0381,28CAMINO6650,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
7372,3664,10646,390,6982,3274,94.7097,89.3559,0.9328,1.6045,1.0383,28CAMINO6650,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5560,156,5560,156,5404,0,97.1942,0.0,0.0562,0.2454,0.0314,28CAMINO6650,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
11665,7535,16988,2212,9453,5323,81.0373,70.6437,0.7436,1.3964,1.7616,TOT2154,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3515,190,3515,190,3325,0,94.5946,0.0,0.5582,0.12,0.0311,TOT2154,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9053,3335,11649,739,8314,2596,91.837,77.8411,0.4023,1.1645,0.9295,TOT2154,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5463,153,5463,153,5310,0,97.1993,0.0,0.059,0.0638,0.0475,TOT2154,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8647,4441,10755,2333,6314,2108,73.0195,47.4668,0.5036,1.4137,1.4317,01Caminoreso5503,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3227,135,3227,135,3092,0,95.8165,0.0,0.2041,0.168,0.0209,01Caminoreso5503,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
7828,2989,8364,2453,5375,536,68.6638,17.9324,0.4652,0.9075,0.8229,01Caminoreso5503,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5223,117,5223,117,5106,0,97.7599,0.0,0.0673,0.1882,0.0364,01Caminoreso5503,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
13112,9375,15983,6504,6608,2871,50.3966,30.624,0.8096,0.9977,0.8423,TOT8360,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2143,75,2143,75,2068,0,96.5002,0.0,0.1236,0.1951,0.0174,TOT8360,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
13437,3872,14548,2761,10676,1111,79.4523,28.6932,0.7249,0.5907,1.416,TOT8360,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
3918,67,3918,67,3851,0,98.2899,0.0,0.0384,0.0709,0.0295,TOT8360,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10222,5188,11172,4238,5984,950,58.5404,18.3115,0.8834,1.2774,1.2832,15CAMINO5507,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2899,94,2899,94,2805,0,96.7575,0.0,0.0475,0.0988,0.0365,15CAMINO5507,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
7900,3645,8667,2878,5022,767,63.5696,21.0425,0.6052,0.9733,1.3366,15CAMINO5507,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4574,109,4574,109,4465,0,97.617,0.0,0.0878,0.066,0.0512,15CAMINO5507,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12665,8254,13692,7227,5438,1027,42.9372,12.4425,0.7839,0.9581,0.8842,ToTPilot6958ToT,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2473,106,2473,106,2367,0,95.7137,0.0,0.0796,0.0942,0.0423,ToTPilot6958ToT,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8102,3507,9240,2369,5733,1138,70.7603,32.4494,0.3841,1.0143,0.8015,ToTPilot6958ToT,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4998,128,4998,128,4870,0,97.439,0.0,0.029,0.1574,0.0607,ToTPilot6958ToT,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
11158,1595,11653,1100,10058,495,90.1416,31.0345,0.4291,0.9582,1.5107,TOT6480,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3938,146,3938,146,3792,0,96.2925,0.0,0.0853,0.1249,0.0448,TOT6480,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8828,3478,10800,1506,7322,1972,82.9406,56.6993,0.9006,1.2045,1.1789,TOT6480,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
6022,171,6022,171,5851,0,97.1604,0.0,0.0711,0.107,0.0445,TOT6480,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
